date,campaign,channel,impressions,clicks,spend,conversions,revenue,ctr,cpc,roas
2023-11-05 02:46:25.929648240,Brand Awareness,Google Ads,125585,3811,13217.86,162,32074.33,3.03,3.47,2.43
2023-11-08 00:36:10.854271356,Summer Launch,Meta,81619,4231,8448.62,140,6304.62,5.18,2.0,0.75
2023-11-10 22:25:55.778894472,Black Friday Special,LinkedIn,116453,4908,4560.23,294,21929.22,4.21,0.93,4.81
2023-11-13 20:15:40.703517588,Black Friday Special,Meta,24816,749,676.09,84,9509.46,3.02,0.9,14.07
2023-11-16 18:05:25.628140702,Brand Awareness,TikTok Ads,142348,7936,22337.93,533,59383.13,5.58,2.81,2.66
2023-11-19 15:55:10.552763818,Retargeting 2024,Google Ads,84530,4207,10851.52,90,7621.0,4.98,2.58,0.7
2023-11-22 13:44:55.477386934,Q1 Growth Push,TikTok Ads,113856,3065,9090.03,148,16543.75,2.69,2.97,1.82
2023-11-25 11:34:40.402010050,Summer Launch,YouTube,76635,3375,3660.16,83,5606.53,4.4,1.08,1.53
2023-11-28 09:24:25.326633164,Summer Launch,LinkedIn,112803,4716,4225.73,111,13012.88,4.18,0.9,3.08
2023-12-01 07:14:10.251256280,Q1 Growth Push,YouTube,40946,1353,2940.29,64,11866.37,3.3,2.17,4.04
2023-12-04 05:03:55.175879396,Brand Awareness,Google Ads,60204,1897,3502.82,90,11595.35,3.15,1.85,3.31
2023-12-07 02:53:40.100502512,Brand Awareness,Google Ads,20563,626,1281.58,62,2985.3,3.04,2.05,2.33
2023-12-10 00:43:25.025125628,Summer Launch,Google Ads,97324,4163,14475.95,489,58070.07,4.28,3.48,4.01
2023-12-12 22:33:09.949748742,Black Friday Special,LinkedIn,14847,518,1772.09,30,1492.67,3.49,3.42,0.84
2023-12-15 20:22:54.874371858,Q1 Growth Push,Meta,31155,1634,5464.51,103,22051.54,5.24,3.34,4.04
2023-12-18 18:12:39.798994974,Summer Launch,TikTok Ads,84671,3821,11143.47,399,26854.47,4.51,2.92,2.41
2023-12-21 16:02:24.723618090,Black Friday Special,TikTok Ads,121891,2212,3888.85,104,17559.93,1.81,1.76,4.52
2023-12-24 13:52:09.648241204,Brand Awareness,TikTok Ads,88310,3869,7400.44,138,29702.55,4.38,1.91,4.01
2023-12-27 11:41:54.572864320,Black Friday Special,TikTok Ads,136691,3718,8491.78,392,74306.28,2.72,2.28,8.75
2023-12-30 09:31:39.497487436,Retargeting 2024,TikTok Ads,39707,1655,5035.24,41,6862.59,4.17,3.04,1.36
2024-01-02 07:21:24.422110552,Summer Launch,Meta,86537,3947,3889.87,324,62177.43,4.56,0.99,15.98
2024-01-05 05:11:09.346733668,Q1 Growth Push,YouTube,96155,2441,4749.21,186,40327.55,2.54,1.95,8.49
2024-01-08 03:00:54.271356784,Black Friday Special,LinkedIn,5281,188,192.34,10,1537.35,3.56,1.02,7.99
2024-01-11 00:50:39.195979900,Brand Awareness,YouTube,137130,3231,7074.52,166,23714.32,2.36,2.19,3.35
2024-01-13 22:40:24.120603012,Black Friday Special,YouTube,81260,1410,4550.12,137,21227.01,1.74,3.23,4.67
2024-01-16 20:30:09.045226128,Brand Awareness,TikTok Ads,145272,4653,13552.84,133,18383.03,3.2,2.91,1.36
2024-01-19 18:19:53.969849244,Retargeting 2024,TikTok Ads,69178,2168,3068.1,95,14833.36,3.13,1.42,4.83
2024-01-22 16:09:38.894472360,Brand Awareness,Meta,38997,2332,8010.83,217,26847.76,5.98,3.44,3.35
2024-01-25 13:59:23.819095476,Q1 Growth Push,LinkedIn,124273,4360,11344.05,326,27132.18,3.51,2.6,2.39
2024-01-28 11:49:08.743718592,Retargeting 2024,Google Ads,137311,4121,3412.83,135,8915.84,3.0,0.83,2.61
2024-01-31 09:38:53.668341708,Black Friday Special,YouTube,131945,5426,8082.66,587,33435.32,4.11,1.49,4.14
2024-02-03 07:28:38.592964824,Summer Launch,Google Ads,50272,955,1436.25,57,5191.57,1.9,1.5,3.61
2024-02-06 05:18:23.517587940,Brand Awareness,LinkedIn,94393,5501,5429.41,565,29985.47,5.83,0.99,5.52
2024-02-09 03:08:08.442211052,Q1 Growth Push,YouTube,66212,2885,9784.57,285,41112.64,4.36,3.39,4.2
2024-02-12 00:57:53.366834168,Summer Launch,Google Ads,125030,6122,12802.87,505,47808.34,4.9,2.09,3.73
2024-02-14 22:47:38.291457284,Summer Launch,Google Ads,61503,1394,4486.87,97,18361.48,2.27,3.22,4.09
2024-02-17 20:37:23.216080400,Retargeting 2024,Meta,142710,4770,7965.81,563,32649.58,3.34,1.67,4.1
2024-02-20 18:27:08.140703516,Black Friday Special,LinkedIn,11570,394,448.42,14,1184.56,3.41,1.14,2.64
2024-02-23 16:16:53.065326632,Summer Launch,LinkedIn,73785,3835,7979.51,355,61341.54,5.2,2.08,7.69
2024-02-26 14:06:37.989949748,Q1 Growth Push,LinkedIn,14110,212,234.83,8,1198.33,1.5,1.11,5.1
2024-02-29 11:56:22.914572864,Brand Awareness,YouTube,84141,2401,5071.49,129,7260.89,2.85,2.11,1.43
2024-03-03 09:46:07.839195980,Brand Awareness,Meta,17115,1012,3324.22,51,10124.36,5.91,3.28,3.05
2024-03-06 07:35:52.763819096,Brand Awareness,TikTok Ads,44062,1603,3536.34,184,36527.83,3.64,2.21,10.33
2024-03-09 05:25:37.688442208,Retargeting 2024,YouTube,27911,899,2215.63,105,10796.25,3.22,2.46,4.87
2024-03-12 03:15:22.613065324,Q1 Growth Push,LinkedIn,109061,2224,2719.78,85,8888.54,2.04,1.22,3.27
2024-03-15 01:05:07.537688440,Summer Launch,YouTube,37556,2210,2028.97,49,10685.92,5.88,0.92,5.27
2024-03-17 22:54:52.462311556,Q1 Growth Push,Google Ads,133335,2120,2330.26,195,30143.26,1.59,1.1,12.94
2024-03-20 20:44:37.386934672,Retargeting 2024,YouTube,6969,336,811.79,21,2897.59,4.82,2.42,3.57
2024-03-23 18:34:22.311557788,Retargeting 2024,YouTube,48753,2418,2554.69,70,13417.36,4.96,1.06,5.25
2024-03-26 16:24:07.236180904,Black Friday Special,LinkedIn,140542,3649,6623.59,322,30566.11,2.6,1.82,4.61
2024-03-29 14:13:52.160804020,Q1 Growth Push,Google Ads,126863,5737,13110.47,427,51285.67,4.52,2.29,3.91
2024-04-01 12:03:37.085427136,Brand Awareness,LinkedIn,15225,292,540.01,34,3123.27,1.92,1.85,5.78
2024-04-04 09:53:22.010050248,Retargeting 2024,Google Ads,128008,3401,4223.86,145,26549.96,2.66,1.24,6.29
2024-04-07 07:43:06.934673364,Retargeting 2024,Google Ads,110823,5592,8607.41,338,49123.61,5.05,1.54,5.71
2024-04-10 05:32:51.859296480,Black Friday Special,Google Ads,18669,1006,3326.3,75,12022.08,5.39,3.31,3.61
2024-04-13 03:22:36.783919596,Brand Awareness,LinkedIn,129398,5484,14396.33,544,48499.65,4.24,2.63,3.37
2024-04-16 01:12:21.708542712,Retargeting 2024,Google Ads,115677,4373,9355.29,327,27317.39,3.78,2.14,2.92
2024-04-18 23:02:06.633165828,Summer Launch,Meta,53320,1182,986.18,96,12524.69,2.22,0.83,12.7
2024-04-21 20:51:51.557788944,Brand Awareness,Meta,130354,2326,8093.37,99,17233.33,1.78,3.48,2.13
2024-04-24 18:41:36.482412060,Q1 Growth Push,TikTok Ads,93009,1888,4933.21,198,27109.56,2.03,2.61,5.5
2024-04-27 16:31:21.407035176,Black Friday Special,Meta,33625,848,1404.03,53,2687.79,2.52,1.66,1.91
2024-04-30 14:21:06.331658288,Summer Launch,TikTok Ads,29089,884,2805.84,30,5909.9,3.04,3.17,2.11
2024-05-03 12:10:51.256281404,Summer Launch,Meta,41487,1333,1996.52,115,6476.82,3.21,1.5,3.24
2024-05-06 10:00:36.180904520,Q1 Growth Push,LinkedIn,115448,3531,8011.29,147,31203.58,3.06,2.27,3.89
2024-05-09 07:50:21.105527636,Black Friday Special,TikTok Ads,55138,1420,3574.7,42,2074.79,2.58,2.52,0.58
2024-05-12 05:40:06.030150752,Retargeting 2024,YouTube,59061,2241,3130.39,238,39633.86,3.79,1.4,12.66
2024-05-15 03:29:50.954773868,Black Friday Special,YouTube,106376,5546,19087.52,366,21735.36,5.21,3.44,1.14
2024-05-18 01:19:35.879396984,Retargeting 2024,Meta,84134,2321,6545.49,220,44961.05,2.76,2.82,6.87
2024-05-20 23:09:20.804020100,Q1 Growth Push,YouTube,52055,2988,6890.61,147,18562.55,5.74,2.31,2.69
2024-05-23 20:59:05.728643216,Q1 Growth Push,Meta,24508,1331,1713.8,131,9047.73,5.43,1.29,5.28
2024-05-26 18:48:50.653266328,Summer Launch,Meta,115169,2566,2425.94,80,8371.42,2.23,0.95,3.45
2024-05-29 16:38:35.577889444,Summer Launch,YouTube,13125,661,1100.01,37,2732.24,5.04,1.66,2.48
2024-06-01 14:28:20.502512560,Summer Launch,YouTube,41059,1678,4754.79,198,14820.66,4.09,2.83,3.12
2024-06-04 12:18:05.427135676,Q1 Growth Push,Google Ads,108409,4390,6704.38,436,91960.66,4.05,1.53,13.72
2024-06-07 10:07:50.351758792,Retargeting 2024,TikTok Ads,10704,349,787.62,24,2950.03,3.26,2.26,3.75
2024-06-10 07:57:35.276381908,Q1 Growth Push,Meta,116279,4366,12073.99,236,43197.53,3.75,2.77,3.58
2024-06-13 05:47:20.201005024,Q1 Growth Push,YouTube,123516,4060,4431.28,435,68264.97,3.29,1.09,15.41
2024-06-16 03:37:05.125628140,Summer Launch,TikTok Ads,119044,4677,12395.47,348,56854.37,3.93,2.65,4.59
2024-06-19 01:26:50.050251256,Black Friday Special,YouTube,34165,1478,1549.02,142,9662.58,4.33,1.05,6.24
2024-06-21 23:16:34.974874368,Summer Launch,YouTube,72203,3274,11150.75,312,26826.47,4.53,3.41,2.41
2024-06-24 21:06:19.899497484,Black Friday Special,Google Ads,9114,355,752.13,8,1461.45,3.9,2.12,1.94
2024-06-27 18:56:04.824120600,Retargeting 2024,Meta,41321,1961,2366.58,64,13752.58,4.75,1.21,5.81
2024-06-30 16:45:49.748743716,Retargeting 2024,Meta,78297,1672,2883.26,144,13099.43,2.14,1.72,4.54
2024-07-03 14:35:34.673366832,Brand Awareness,LinkedIn,101652,2494,4779.06,90,8327.21,2.45,1.92,1.74
2024-07-06 12:25:19.597989948,Brand Awareness,Google Ads,104304,5407,15394.27,246,31428.22,5.18,2.85,2.04
2024-07-09 10:15:04.522613064,Brand Awareness,TikTok Ads,22772,672,1886.47,77,16722.25,2.95,2.81,8.86
2024-07-12 08:04:49.447236180,Retargeting 2024,Google Ads,108754,1743,4274.25,132,12152.95,1.6,2.45,2.84
2024-07-15 05:54:34.371859296,Summer Launch,TikTok Ads,8712,191,207.43,18,2091.96,2.19,1.09,10.09
2024-07-18 03:44:19.296482408,Summer Launch,Meta,137439,3445,4165.82,261,52463.35,2.51,1.21,12.59
2024-07-21 01:34:04.221105524,Summer Launch,LinkedIn,120142,6978,7348.84,525,23893.37,5.81,1.05,3.25
2024-07-23 23:23:49.145728640,Q1 Growth Push,LinkedIn,96736,3946,9306.11,116,6027.25,4.08,2.36,0.65
2024-07-26 21:13:34.070351760,Brand Awareness,Meta,56924,3243,10274.71,176,26525.41,5.7,3.17,2.58
2024-07-29 19:03:18.994974872,Summer Launch,YouTube,8726,357,703.74,17,3464.46,4.09,1.97,4.92
2024-08-01 16:53:03.919597984,Brand Awareness,Google Ads,94152,3443,4249.66,203,17620.38,3.66,1.23,4.15
2024-08-04 14:42:48.844221104,Brand Awareness,LinkedIn,32723,953,2198.3,95,12082.79,2.91,2.31,5.5
2024-08-07 12:32:33.768844216,Q1 Growth Push,YouTube,131969,5581,16696.85,319,39502.23,4.23,2.99,2.37
2024-08-10 10:22:18.693467336,Retargeting 2024,TikTok Ads,105494,2243,6286.28,146,18654.42,2.13,2.8,2.97
2024-08-13 08:12:03.618090448,Summer Launch,LinkedIn,145180,8046,25585.61,481,74045.6,5.54,3.18,2.89
2024-08-16 06:01:48.542713568,Q1 Growth Push,TikTok Ads,40643,2126,3296.01,62,7886.72,5.23,1.55,2.39
2024-08-19 03:51:33.467336680,Retargeting 2024,YouTube,108896,3189,4221.2,204,25154.61,2.93,1.32,5.96
2024-08-22 01:41:18.391959800,Retargeting 2024,TikTok Ads,144999,8392,26648.83,332,42496.16,5.79,3.18,1.59
2024-08-24 23:31:03.316582912,Summer Launch,YouTube,98680,5145,13250.5,199,29531.96,5.21,2.58,2.23
2024-08-27 21:20:48.241206024,Brand Awareness,TikTok Ads,101546,4568,7489.27,134,18622.83,4.5,1.64,2.49
2024-08-30 19:10:33.165829144,Black Friday Special,Google Ads,84973,1740,4879.55,97,18863.96,2.05,2.8,3.87
2024-09-02 17:00:18.090452256,Brand Awareness,LinkedIn,68449,2500,7502.05,239,12825.21,3.65,3.0,1.71
2024-09-05 14:50:03.015075376,Brand Awareness,LinkedIn,114834,4338,10673.39,207,39501.91,3.78,2.46,3.7
2024-09-08 12:39:47.939698488,Black Friday Special,YouTube,30537,778,2067.37,40,7707.47,2.55,2.66,3.73
2024-09-11 10:29:32.864321608,Retargeting 2024,TikTok Ads,82576,1536,2785.08,129,12236.8,1.86,1.81,4.39
2024-09-14 08:19:17.788944720,Black Friday Special,Meta,112522,5621,12672.42,223,28097.8,5.0,2.25,2.22
2024-09-17 06:09:02.713567840,Black Friday Special,LinkedIn,27612,566,1253.82,62,7548.14,2.05,2.22,6.02
2024-09-20 03:58:47.638190952,Q1 Growth Push,TikTok Ads,11471,479,1479.98,34,2830.13,4.18,3.09,1.91
2024-09-23 01:48:32.562814064,Q1 Growth Push,TikTok Ads,36348,2077,6372.03,135,15449.33,5.71,3.07,2.42
2024-09-25 23:38:17.487437184,Q1 Growth Push,Google Ads,6177,336,1024.21,25,1319.2,5.44,3.05,1.29
2024-09-28 21:28:02.412060296,Retargeting 2024,Meta,140832,3873,3213.76,142,13293.88,2.75,0.83,4.14
2024-10-01 19:17:47.336683416,Black Friday Special,LinkedIn,37779,2014,5687.08,164,30818.78,5.33,2.82,5.42
2024-10-04 17:07:32.261306528,Summer Launch,Google Ads,26636,400,1139.37,23,2180.36,1.5,2.85,1.91
2024-10-07 14:57:17.185929648,Black Friday Special,Meta,86889,1372,3610.59,151,28416.11,1.58,2.63,7.87
2024-10-10 12:47:02.110552760,Retargeting 2024,LinkedIn,58551,2466,7008.16,91,12560.72,4.21,2.84,1.79
2024-10-13 10:36:47.035175880,Q1 Growth Push,Google Ads,147628,4638,14254.06,328,65264.12,3.14,3.07,4.58
2024-10-16 08:26:31.959798992,Retargeting 2024,Meta,147635,4782,9898.08,382,55614.01,3.24,2.07,5.62
2024-10-19 06:16:16.884422104,Q1 Growth Push,LinkedIn,51819,2093,4511.54,49,2459.41,4.04,2.16,0.55
2024-10-22 04:06:01.809045224,Retargeting 2024,Meta,78770,1861,2115.45,105,17135.85,2.36,1.14,8.1
2024-10-25 01:55:46.733668336,Summer Launch,TikTok Ads,83714,2053,3778.58,191,10094.23,2.45,1.84,2.67
2024-10-27 23:45:31.658291456,Q1 Growth Push,YouTube,29596,1089,2762.89,111,13747.85,3.68,2.54,4.98
2024-10-30 21:35:16.582914568,Q1 Growth Push,YouTube,69106,3382,9831.74,174,36131.04,4.89,2.91,3.67
2024-11-02 19:25:01.507537688,Black Friday Special,TikTok Ads,64182,2752,3815.55,275,20325.44,4.29,1.39,5.33
2024-11-05 17:14:46.432160800,Retargeting 2024,Meta,92163,2616,3066.27,305,34534.44,2.84,1.17,11.26
2024-11-08 15:04:31.356783920,Brand Awareness,TikTok Ads,44310,1523,3944.9,161,27808.81,3.44,2.59,7.05
2024-11-11 12:54:16.281407032,Brand Awareness,YouTube,61088,1385,1115.03,44,8773.39,2.27,0.81,7.87
2024-11-14 10:44:01.206030144,Black Friday Special,YouTube,133803,2456,3147.62,231,37517.87,1.84,1.28,11.92
2024-11-17 08:33:46.130653264,Retargeting 2024,Meta,144978,7281,6396.31,378,34088.16,5.02,0.88,5.33
2024-11-20 06:23:31.055276376,Summer Launch,YouTube,41914,1129,1411.92,134,21849.55,2.69,1.25,15.48
2024-11-23 04:13:15.979899496,Black Friday Special,TikTok Ads,115350,2653,3421.21,182,17640.78,2.3,1.29,5.16
2024-11-26 02:03:00.904522608,Q1 Growth Push,Meta,50379,2324,4291.77,75,12804.38,4.61,1.85,2.98
2024-11-28 23:52:45.829145728,Summer Launch,TikTok Ads,51413,2201,4151.71,204,43238.98,4.28,1.89,10.41
2024-12-01 21:42:30.753768840,Retargeting 2024,Meta,142084,6180,19531.94,323,55311.76,4.35,3.16,2.83
2024-12-04 19:32:15.678391960,Q1 Growth Push,YouTube,12151,307,668.43,37,7252.15,2.53,2.18,10.85
2024-12-07 17:22:00.603015072,Brand Awareness,LinkedIn,62716,1597,4396.85,188,8529.22,2.55,2.75,1.94
2024-12-10 15:11:45.527638192,Retargeting 2024,Meta,98747,2462,2661.84,211,35991.35,2.49,1.08,13.52
2024-12-13 13:01:30.452261304,Q1 Growth Push,Meta,149539,3412,4806.43,113,21490.09,2.28,1.41,4.47
2024-12-16 10:51:15.376884416,Retargeting 2024,LinkedIn,126999,5652,15248.8,501,26100.99,4.45,2.7,1.71
2024-12-19 08:41:00.301507536,Q1 Growth Push,YouTube,119793,6368,6002.29,187,36938.04,5.32,0.94,6.15
2024-12-22 06:30:45.226130648,Retargeting 2024,TikTok Ads,113177,5387,11387.11,124,11150.26,4.76,2.11,0.98
2024-12-25 04:20:30.150753768,Brand Awareness,Google Ads,17289,876,2118.43,90,14528.35,5.07,2.42,6.86
2024-12-28 02:10:15.075376880,Black Friday Special,LinkedIn,91365,3035,7362.28,124,22947.7,3.32,2.43,3.12
2024-12-31 00:00:00.000000000,Q1 Growth Push,Google Ads,119014,5288,4557.83,306,49255.68,4.44,0.86,10.81
